response_id,employee_id,survey_date,engagement_score,open_text_comment
R02644,E0537,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R02645,E0538,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02646,E0538,2023-12-01,1,Leadership communication lacks clarity.
R02647,E0538,2024-06-01,2,Leadership communication lacks clarity.
R02648,E0538,2024-12-01,2,Workload is high and expectations are unclear.
R02649,E0538,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02650,E0538,2025-12-01,1,Workload is high and expectations are unclear.
R02651,E0539,2024-06-01,4,The culture encourages learning and innovation.
R02652,E0539,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02653,E0539,2025-06-01,1,Leadership communication lacks clarity.
R02654,E0539,2025-12-01,3,Work is steady but processes could improve.
R02655,E0540,2023-06-01,5,The culture encourages learning and innovation.
R02656,E0540,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02657,E0540,2024-06-01,3,Tools are fine though coordination can improve.
R02658,E0540,2024-12-01,2,Leadership communication lacks clarity.
R02659,E0540,2025-06-01,3,Tools are fine though coordination can improve.
R02660,E0540,2025-12-01,1,Leadership communication lacks clarity.
R02661,E0541,2023-06-01,4,I feel valued and have autonomy in my work.
R02662,E0541,2023-12-01,1,Workload is high and expectations are unclear.
R02663,E0541,2024-06-01,2,Leadership communication lacks clarity.
R02664,E0541,2024-12-01,2,Leadership communication lacks clarity.
R02665,E0541,2025-06-01,3,Work is steady but processes could improve.
R02666,E0541,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02667,E0542,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02668,E0542,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R02669,E0542,2024-06-01,5,I feel valued and have autonomy in my work.
R02670,E0542,2024-12-01,2,Leadership communication lacks clarity.
R02671,E0542,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02672,E0542,2025-12-01,3,Tools are fine though coordination can improve.
R02673,E0543,2023-06-01,3,Work is steady but processes could improve.
R02674,E0543,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R02675,E0543,2024-06-01,5,The culture encourages learning and innovation.
R02676,E0543,2024-12-01,1,Leadership communication lacks clarity.
R02677,E0543,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02678,E0543,2025-12-01,1,Workload is high and expectations are unclear.
R02679,E0544,2024-12-01,2,Leadership communication lacks clarity.
R02680,E0545,2023-06-01,1,Workload is high and expectations are unclear.
R02681,E0545,2023-12-01,3,Tools are fine though coordination can improve.
R02682,E0545,2024-06-01,1,Workload is high and expectations are unclear.
R02683,E0545,2024-12-01,1,Workload is high and expectations are unclear.
R02684,E0545,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R02685,E0545,2025-12-01,1,Leadership communication lacks clarity.
R02686,E0546,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02687,E0546,2025-12-01,2,Leadership communication lacks clarity.
R02688,E0547,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02689,E0547,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02690,E0547,2024-06-01,3,Work is steady but processes could improve.
R02691,E0547,2024-12-01,3,Work is steady but processes could improve.
R02692,E0547,2025-06-01,5,I feel valued and have autonomy in my work.
R02693,E0547,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R02694,E0548,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02695,E0548,2023-12-01,2,Workload is high and expectations are unclear.
R02696,E0548,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R02697,E0548,2024-12-01,4,I feel valued and have autonomy in my work.
R02698,E0548,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02699,E0548,2025-12-01,3,Tools are fine though coordination can improve.
R02700,E0549,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R02701,E0549,2023-12-01,5,I feel valued and have autonomy in my work.
R02702,E0550,2023-06-01,2,Workload is high and expectations are unclear.
R02703,E0550,2023-12-01,5,I feel valued and have autonomy in my work.
R02704,E0550,2024-06-01,2,Leadership communication lacks clarity.
R02705,E0550,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R02706,E0550,2025-06-01,4,I feel valued and have autonomy in my work.
R02707,E0550,2025-12-01,3,Work is steady but processes could improve.
R02708,E0551,2023-06-01,3,Tools are fine though coordination can improve.
R02709,E0551,2023-12-01,5,The culture encourages learning and innovation.
R02710,E0551,2024-06-01,3,Work is steady but processes could improve.
R02711,E0551,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R02712,E0551,2025-06-01,3,Work is steady but processes could improve.
R02713,E0551,2025-12-01,4,I feel valued and have autonomy in my work.
R02714,E0552,2023-06-01,1,Workload is high and expectations are unclear.
R02715,E0552,2023-12-01,5,The culture encourages learning and innovation.
R02716,E0552,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02717,E0552,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02718,E0554,2023-06-01,5,I feel valued and have autonomy in my work.
R02719,E0554,2023-12-01,3,Tools are fine though coordination can improve.
R02720,E0554,2024-06-01,4,The culture encourages learning and innovation.
R02721,E0555,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R02722,E0555,2023-12-01,3,Tools are fine though coordination can improve.
R02723,E0555,2024-06-01,1,Leadership communication lacks clarity.
R02724,E0555,2024-12-01,3,Work is steady but processes could improve.
R02725,E0555,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02726,E0555,2025-12-01,4,I feel valued and have autonomy in my work.
R02727,E0556,2024-06-01,3,Tools are fine though coordination can improve.
R02728,E0556,2024-12-01,1,Workload is high and expectations are unclear.
R02729,E0556,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R02730,E0557,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02731,E0557,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R02732,E0557,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02733,E0557,2024-12-01,5,I feel valued and have autonomy in my work.
R02734,E0557,2025-06-01,5,The culture encourages learning and innovation.
R02735,E0557,2025-12-01,4,The culture encourages learning and innovation.
R02736,E0558,2023-06-01,4,I feel valued and have autonomy in my work.
R02737,E0558,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02738,E0558,2024-06-01,3,Tools are fine though coordination can improve.
R02739,E0558,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R02740,E0558,2025-06-01,4,I feel valued and have autonomy in my work.
R02741,E0558,2025-12-01,1,Workload is high and expectations are unclear.
R02742,E0559,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R02743,E0559,2023-12-01,4,I feel valued and have autonomy in my work.
R02744,E0559,2024-06-01,3,Tools are fine though coordination can improve.
R02745,E0559,2024-12-01,4,The culture encourages learning and innovation.
R02746,E0559,2025-06-01,1,Workload is high and expectations are unclear.
R02747,E0559,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R02748,E0560,2023-06-01,3,Tools are fine though coordination can improve.
R02749,E0560,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R02750,E0560,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R02751,E0560,2024-12-01,2,Leadership communication lacks clarity.
R02752,E0561,2023-06-01,3,Work is steady but processes could improve.
R02753,E0561,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02754,E0561,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02755,E0561,2024-12-01,4,I feel valued and have autonomy in my work.
R02756,E0561,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02757,E0561,2025-12-01,1,Leadership communication lacks clarity.
R02758,E0562,2023-06-01,2,Workload is high and expectations are unclear.
R02759,E0562,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02760,E0562,2024-06-01,3,Work is steady but processes could improve.
R02761,E0562,2024-12-01,2,Workload is high and expectations are unclear.
R02762,E0562,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02763,E0562,2025-12-01,1,Leadership communication lacks clarity.
R02764,E0563,2023-06-01,2,Workload is high and expectations are unclear.
R02765,E0563,2023-12-01,5,I feel valued and have autonomy in my work.
R02766,E0563,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02767,E0563,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02768,E0563,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02769,E0563,2025-12-01,5,The culture encourages learning and innovation.
R02770,E0564,2023-06-01,4,The culture encourages learning and innovation.
R02771,E0564,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02772,E0564,2024-06-01,4,I feel valued and have autonomy in my work.
R02773,E0564,2024-12-01,2,Workload is high and expectations are unclear.
R02774,E0564,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02775,E0564,2025-12-01,3,Work is steady but processes could improve.
R02776,E0565,2024-06-01,4,I feel valued and have autonomy in my work.
R02777,E0565,2024-12-01,3,Tools are fine though coordination can improve.
R02778,E0565,2025-06-01,4,The culture encourages learning and innovation.
R02779,E0565,2025-12-01,4,The culture encourages learning and innovation.
R02780,E0566,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02781,E0566,2025-06-01,4,The culture encourages learning and innovation.
R02782,E0566,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R02783,E0567,2023-06-01,2,Leadership communication lacks clarity.
R02784,E0567,2023-12-01,2,Workload is high and expectations are unclear.
R02785,E0567,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R02786,E0567,2024-12-01,3,Tools are fine though coordination can improve.
R02787,E0567,2025-06-01,1,Leadership communication lacks clarity.
R02788,E0567,2025-12-01,5,I feel valued and have autonomy in my work.
R02789,E0568,2023-06-01,1,Leadership communication lacks clarity.
R02790,E0568,2023-12-01,2,Workload is high and expectations are unclear.
R02791,E0568,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R02792,E0568,2024-12-01,1,Workload is high and expectations are unclear.
R02793,E0568,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R02794,E0569,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02795,E0569,2023-12-01,4,The culture encourages learning and innovation.
R02796,E0569,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02797,E0569,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02798,E0569,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R02799,E0569,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R02800,E0570,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R02801,E0570,2023-12-01,2,Workload is high and expectations are unclear.
R02802,E0570,2024-06-01,4,The culture encourages learning and innovation.
R02803,E0570,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R02804,E0570,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02805,E0570,2025-12-01,3,Tools are fine though coordination can improve.
R02806,E0571,2023-06-01,1,Leadership communication lacks clarity.
R02807,E0571,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R02808,E0571,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02809,E0571,2024-12-01,2,Leadership communication lacks clarity.
R02810,E0571,2025-06-01,5,I feel valued and have autonomy in my work.
R02811,E0572,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R02812,E0572,2023-12-01,4,The culture encourages learning and innovation.
R02813,E0572,2024-06-01,4,I feel valued and have autonomy in my work.
R02814,E0572,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02815,E0572,2025-06-01,4,I feel valued and have autonomy in my work.
R02816,E0572,2025-12-01,1,Leadership communication lacks clarity.
R02817,E0573,2023-12-01,4,The culture encourages learning and innovation.
R02818,E0573,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R02819,E0573,2024-12-01,3,Tools are fine though coordination can improve.
R02820,E0573,2025-06-01,3,Work is steady but processes could improve.
R02821,E0573,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02822,E0574,2023-06-01,5,I feel valued and have autonomy in my work.
R02823,E0574,2023-12-01,1,Workload is high and expectations are unclear.
R02824,E0574,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02825,E0574,2024-12-01,5,I feel valued and have autonomy in my work.
R02826,E0574,2025-06-01,2,Leadership communication lacks clarity.
R02827,E0574,2025-12-01,5,The culture encourages learning and innovation.
R02828,E0575,2023-12-01,4,I feel valued and have autonomy in my work.
R02829,E0575,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02830,E0575,2024-12-01,3,Work is steady but processes could improve.
R02831,E0575,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02832,E0575,2025-12-01,4,I feel valued and have autonomy in my work.
R02833,E0576,2023-06-01,1,Leadership communication lacks clarity.
R02834,E0576,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R02835,E0576,2024-06-01,4,I feel valued and have autonomy in my work.
R02836,E0577,2023-06-01,3,Work is steady but processes could improve.
R02837,E0577,2023-12-01,5,I feel valued and have autonomy in my work.
R02838,E0577,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02839,E0577,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R02840,E0577,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02841,E0577,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R02842,E0578,2024-12-01,1,Leadership communication lacks clarity.
R02843,E0578,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02844,E0578,2025-12-01,1,Leadership communication lacks clarity.
R02845,E0579,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R02846,E0579,2023-12-01,2,Workload is high and expectations are unclear.
R02847,E0579,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R02848,E0579,2024-12-01,2,Leadership communication lacks clarity.
R02849,E0579,2025-06-01,2,Leadership communication lacks clarity.
R02850,E0579,2025-12-01,4,I feel valued and have autonomy in my work.
R02851,E0580,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R02852,E0580,2023-12-01,4,The culture encourages learning and innovation.
R02853,E0580,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R02854,E0580,2024-12-01,5,The culture encourages learning and innovation.
R02855,E0580,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02856,E0580,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02857,E0581,2025-06-01,3,Work is steady but processes could improve.
R02858,E0582,2023-06-01,2,Leadership communication lacks clarity.
R02859,E0582,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02860,E0582,2024-06-01,5,The culture encourages learning and innovation.
R02861,E0582,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02862,E0583,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R02863,E0583,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R02864,E0583,2024-06-01,2,Leadership communication lacks clarity.
R02865,E0584,2023-12-01,3,Tools are fine though coordination can improve.
R02866,E0584,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02867,E0584,2024-12-01,1,Workload is high and expectations are unclear.
R02868,E0584,2025-06-01,5,I feel valued and have autonomy in my work.
R02869,E0584,2025-12-01,3,Tools are fine though coordination can improve.
R02870,E0586,2023-06-01,5,The culture encourages learning and innovation.
R02871,E0586,2023-12-01,2,Leadership communication lacks clarity.
R02872,E0587,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02873,E0587,2023-12-01,5,I feel valued and have autonomy in my work.
R02874,E0587,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02875,E0587,2024-12-01,3,Tools are fine though coordination can improve.
R02876,E0589,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02877,E0589,2023-12-01,5,The culture encourages learning and innovation.
R02878,E0589,2024-06-01,1,Leadership communication lacks clarity.
R02879,E0589,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R02880,E0589,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R02881,E0589,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02882,E0590,2023-06-01,2,Workload is high and expectations are unclear.
R02883,E0590,2023-12-01,4,The culture encourages learning and innovation.
R02884,E0590,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02885,E0590,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R02886,E0590,2025-06-01,5,The culture encourages learning and innovation.
R02887,E0590,2025-12-01,3,Work is steady but processes could improve.
R02888,E0591,2023-06-01,2,Workload is high and expectations are unclear.
R02889,E0591,2023-12-01,1,Leadership communication lacks clarity.
R02890,E0591,2024-06-01,3,Work is steady but processes could improve.
R02891,E0591,2024-12-01,1,Leadership communication lacks clarity.
R02892,E0591,2025-06-01,3,Tools are fine though coordination can improve.
R02893,E0591,2025-12-01,5,I feel valued and have autonomy in my work.
R02894,E0592,2023-06-01,5,I feel valued and have autonomy in my work.
R02895,E0592,2023-12-01,5,I feel valued and have autonomy in my work.
R02896,E0592,2024-06-01,5,I feel valued and have autonomy in my work.
R02897,E0592,2024-12-01,4,The culture encourages learning and innovation.
R02898,E0592,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02899,E0592,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R02900,E0593,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R02901,E0593,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02902,E0593,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R02903,E0593,2024-12-01,5,The culture encourages learning and innovation.
R02904,E0593,2025-06-01,2,Leadership communication lacks clarity.
R02905,E0594,2023-06-01,4,I feel valued and have autonomy in my work.
R02906,E0594,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R02907,E0594,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R02908,E0594,2024-12-01,4,The culture encourages learning and innovation.
R02909,E0594,2025-06-01,3,Work is steady but processes could improve.
R02910,E0594,2025-12-01,2,Leadership communication lacks clarity.
R02911,E0595,2023-06-01,5,I feel valued and have autonomy in my work.
R02912,E0595,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R02913,E0595,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R02914,E0595,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R02915,E0595,2025-06-01,2,Leadership communication lacks clarity.
R02916,E0595,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R02917,E0596,2023-06-01,5,I feel valued and have autonomy in my work.
R02918,E0596,2023-12-01,5,I feel valued and have autonomy in my work.
R02919,E0596,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R02920,E0596,2024-12-01,3,Tools are fine though coordination can improve.
R02921,E0596,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02922,E0596,2025-12-01,4,The culture encourages learning and innovation.
R02923,E0597,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02924,E0597,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R02925,E0597,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02926,E0597,2024-12-01,2,Workload is high and expectations are unclear.
R02927,E0597,2025-06-01,1,Leadership communication lacks clarity.
R02928,E0597,2025-12-01,3,Work is steady but processes could improve.
R02929,E0598,2023-06-01,2,Leadership communication lacks clarity.
R02930,E0598,2023-12-01,4,The culture encourages learning and innovation.
R02931,E0598,2024-06-01,4,I feel valued and have autonomy in my work.
R02932,E0599,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02933,E0599,2023-12-01,5,I feel valued and have autonomy in my work.
R02934,E0599,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R02935,E0599,2024-12-01,1,Leadership communication lacks clarity.
R02936,E0599,2025-06-01,3,Tools are fine though coordination can improve.
R02937,E0599,2025-12-01,5,The culture encourages learning and innovation.
R02938,E0600,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R02939,E0600,2024-06-01,4,I feel valued and have autonomy in my work.
R02940,E0600,2024-12-01,4,I feel valued and have autonomy in my work.
R02941,E0600,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02942,E0600,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02943,E0601,2023-06-01,3,Work is steady but processes could improve.
R02944,E0601,2023-12-01,5,I feel valued and have autonomy in my work.
R02945,E0601,2024-06-01,4,The culture encourages learning and innovation.
R02946,E0601,2024-12-01,2,Leadership communication lacks clarity.
R02947,E0601,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02948,E0601,2025-12-01,5,The culture encourages learning and innovation.
R02949,E0602,2023-06-01,4,I feel valued and have autonomy in my work.
R02950,E0602,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R02951,E0602,2024-06-01,1,Leadership communication lacks clarity.
R02952,E0602,2024-12-01,2,Workload is high and expectations are unclear.
R02953,E0602,2025-06-01,5,The culture encourages learning and innovation.
R02954,E0602,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R02955,E0603,2024-12-01,5,The culture encourages learning and innovation.
R02956,E0603,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R02957,E0604,2023-06-01,3,Tools are fine though coordination can improve.
R02958,E0604,2023-12-01,2,Workload is high and expectations are unclear.
R02959,E0604,2024-06-01,5,The culture encourages learning and innovation.
R02960,E0604,2024-12-01,4,The culture encourages learning and innovation.
R02961,E0604,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02962,E0604,2025-12-01,1,Leadership communication lacks clarity.
R02963,E0605,2024-12-01,5,The culture encourages learning and innovation.
R02964,E0605,2025-06-01,4,The culture encourages learning and innovation.
R02965,E0607,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R02966,E0607,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02967,E0607,2024-06-01,3,Tools are fine though coordination can improve.
R02968,E0608,2023-06-01,2,Workload is high and expectations are unclear.
R02969,E0608,2023-12-01,4,The culture encourages learning and innovation.
R02970,E0608,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R02971,E0608,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02972,E0608,2025-06-01,1,Workload is high and expectations are unclear.
R02973,E0608,2025-12-01,2,Leadership communication lacks clarity.
R02974,E0609,2023-06-01,4,I feel valued and have autonomy in my work.
R02975,E0609,2023-12-01,2,Leadership communication lacks clarity.
R02976,E0609,2024-06-01,5,I feel valued and have autonomy in my work.
R02977,E0609,2024-12-01,2,Workload is high and expectations are unclear.
R02978,E0609,2025-06-01,4,The culture encourages learning and innovation.
R02979,E0609,2025-12-01,1,Leadership communication lacks clarity.
R02980,E0610,2023-06-01,3,Work is steady but processes could improve.
R02981,E0610,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R02982,E0610,2024-06-01,1,Workload is high and expectations are unclear.
R02983,E0610,2024-12-01,1,Leadership communication lacks clarity.
R02984,E0610,2025-06-01,4,The culture encourages learning and innovation.
R02985,E0610,2025-12-01,4,I feel valued and have autonomy in my work.
R02986,E0611,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02987,E0611,2023-12-01,3,Tools are fine though coordination can improve.
R02988,E0611,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R02989,E0611,2024-12-01,5,The culture encourages learning and innovation.
R02990,E0611,2025-06-01,5,The culture encourages learning and innovation.
R02991,E0611,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R02992,E0612,2023-12-01,4,The culture encourages learning and innovation.
R02993,E0612,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02994,E0612,2024-12-01,4,The culture encourages learning and innovation.
R02995,E0612,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R02996,E0612,2025-12-01,4,The culture encourages learning and innovation.
R02997,E0613,2023-06-01,5,The culture encourages learning and innovation.
R02998,E0613,2023-12-01,4,I feel valued and have autonomy in my work.
R02999,E0613,2024-06-01,1,Workload is high and expectations are unclear.
R03000,E0613,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03001,E0613,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03002,E0613,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03003,E0614,2023-06-01,4,The culture encourages learning and innovation.
R03004,E0614,2023-12-01,3,Work is steady but processes could improve.
R03005,E0614,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03006,E0614,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03007,E0614,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03008,E0614,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03009,E0615,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03010,E0615,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03011,E0615,2024-06-01,3,Tools are fine though coordination can improve.
R03012,E0615,2024-12-01,4,I feel valued and have autonomy in my work.
R03013,E0615,2025-06-01,4,The culture encourages learning and innovation.
R03014,E0615,2025-12-01,3,Tools are fine though coordination can improve.
R03015,E0616,2023-12-01,3,Tools are fine though coordination can improve.
R03016,E0616,2024-06-01,1,Workload is high and expectations are unclear.
R03017,E0616,2024-12-01,2,Leadership communication lacks clarity.
R03018,E0616,2025-06-01,3,Work is steady but processes could improve.
R03019,E0616,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03020,E0617,2023-06-01,5,I feel valued and have autonomy in my work.
R03021,E0617,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03022,E0617,2024-06-01,2,Leadership communication lacks clarity.
R03023,E0617,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R03024,E0617,2025-06-01,4,The culture encourages learning and innovation.
R03025,E0617,2025-12-01,3,Work is steady but processes could improve.
R03026,E0618,2023-06-01,2,Workload is high and expectations are unclear.
R03027,E0618,2023-12-01,5,I feel valued and have autonomy in my work.
R03028,E0618,2024-06-01,4,I feel valued and have autonomy in my work.
R03029,E0618,2024-12-01,2,Workload is high and expectations are unclear.
R03030,E0618,2025-06-01,2,Leadership communication lacks clarity.
R03031,E0618,2025-12-01,3,Work is steady but processes could improve.
R03032,E0619,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03033,E0619,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03034,E0619,2024-06-01,5,The culture encourages learning and innovation.
R03035,E0619,2024-12-01,5,I feel valued and have autonomy in my work.
R03036,E0619,2025-06-01,4,The culture encourages learning and innovation.
R03037,E0619,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03038,E0620,2023-06-01,2,Leadership communication lacks clarity.
R03039,E0620,2023-12-01,5,I feel valued and have autonomy in my work.
R03040,E0620,2024-06-01,5,I feel valued and have autonomy in my work.
R03041,E0620,2024-12-01,4,I feel valued and have autonomy in my work.
R03042,E0620,2025-06-01,2,Leadership communication lacks clarity.
R03043,E0621,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03044,E0621,2023-12-01,4,I feel valued and have autonomy in my work.
R03045,E0621,2024-06-01,1,Leadership communication lacks clarity.
R03046,E0621,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03047,E0621,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03048,E0621,2025-12-01,2,Workload is high and expectations are unclear.
R03049,E0622,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03050,E0622,2023-12-01,5,The culture encourages learning and innovation.
R03051,E0622,2024-06-01,1,Leadership communication lacks clarity.
R03052,E0622,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03053,E0622,2025-06-01,4,I feel valued and have autonomy in my work.
R03054,E0622,2025-12-01,5,The culture encourages learning and innovation.
R03055,E0623,2023-06-01,1,Leadership communication lacks clarity.
R03056,E0623,2023-12-01,5,Team collaboration is strong and leadership is supportive.
